Rv0239	57.2296469901
Rv0238	13.7477368237
Rv1322	2.89305585919
Rv1323	33.2784506799
Rv1324	38.2798588333
Rv1321	10.2545458942
Rv0231	4.51764408492
Rv0233	26.8255627428
Rv0232	26.4555951925
Rv2929	22.8148750531
Rv0237	7.13445581154
Rv2375	2.31548769983
Rv2928	47.2197259143
Rv3170	1.54509202754
Rv1254	3.2948591987
Rv1328	11.0483884342
Rv1524	1.67177963751
Rv1525	4.67522038755
Rv0309	45.1296553365
Rv0308	52.1119479185
Rv1520	22.3463624986
Rv1253	7.88557525056
Rv0306	0.546952012553
Rv0301	4.89339733897
Rv0300	57.5693804585
Rv0303	8.3532663826
Rv0302	4.6456303851
Rv0125	13.873033693
Rv0124	0.334476919957
Rv0127	9.30712003023
Rv0126	10.7085426531
Rv2813	0.150658785067
Rv2812	0.0868239414296
Rv0123	9.64052464879
Rv0122	5.31891015105
Rv0128	5.81051673755
Rv3780	36.5178905893
Rv3781	6.55631799375
Rv3782	21.5491513013
Rv3783	7.84570832258
Rv3784	1.12348408293
Rv3785	6.61269910672
Rv3788	6.55816138213
Rv3789	2.68131361039
Rv3259	1.75181288985
Rv3254	3.9661902063
Rv3331	5.11080955496
Rv3330	6.03130321155
Rv3332	6.16457527498
Rv3334	9.45315395028
Rv3337	47.2225520406
Rv3338	7.40848199611
Rv1898	16.6820363829
Rv1895	3.92235055333
Rv1892	13.7675970148
Rv1893	19.6409296862
Rv1891	37.5721540154
Rvnt08	13.592770386
Rvnt01	299.971960163
Rvnt02	56.0701778424
Rvnt03	450.550608649
Rvnt05	4.58756000528
Rvnt06	84.9548149127
Rvnt07	147.472248572
Rv1250	3.9394803189
Rv1523	3.2841592879
Rv1521	19.4226793294
Rv2318	0.740302169284
Rv2408	1.02087566182
Rv2316	1.54321590392
Rv2317	0.593858900361
Rv2310	0
Rv2311	2.33463613501
Rv2312	0.909553408731
Rv1259	8.16473415846
Rv1629	3.8764938389
Rv3004	6.51487811401
Rv1529	6.2771630631
Rv3169	1.4149058142
Rv2811	0.201208772162
Rv2260	7.3208306646
Rv2263	8.60067213303
Rv2265	1.39356311525
Rv2266	2.9489758458
Rv1799	48.0372775422
Rv1798	23.2382952233
Rv2443	5.55690884256
Rv2601A	12.7876237081
Rv1791	68.3275380943
Rv1790	3.60492674687
Rv1793	191.256022756
Rv1795	32.3041948751
Rv1794	18.1739258155
Rv1797	62.2704866291
Rv1796	18.7297080846
Rv2046	2.424320328
Rv1062	1.85572244477
Rv1061	2.40984225847
Rv1060	10.0868126966
Rv1066	18.8922302327
Rv1065	42.5794733117
Rv1669	0
Rv1665	3.11314156815
Rv1664	4.44781448269
Rv1661	4.2567954908
Rv1660	4.38145850332
Rv1663	2.83933864164
Rv1662	5.47046811501
Rv1084	2.42127527906
Rv1087	4.99326259079
Rv1086	23.2871066258
Rv1083	11.0377383586
Rv1082	14.9740218802
Rv1089	0
Rv1088	1.1275109076
Rv0919	1.46801920169
Rv0938	19.0024424967
Rv0939	25.3652059582
Rv0936	15.274969594
Rv0934	17.5230643144
Rv0935	55.628680379
Rv0933	9.43305511127
Rv0930	4.35966825556
Rv1409	15.4869542867
Rv1408	11.0416917033
Rv1401	8.53499535867
Rv2684	3.51155355977
Rv1402	1.86580986488
Rv1404	26.1421123399
Rv1407	3.65311891657
Rv1406	2.47799971856
Rv1339	7.00333967514
Rv1338	8.25573170685
Rv1337	60.8285888051
Rv1336	8.18925919241
Rv1335	10.0131796082
Rv1334	17.7941721417
Rv1333	19.8764688817
Rv1332	30.3972471895
Rv1331	511.400131737
Rv0688	8.42306099331
Rv0681	8.91593582948
Rv0682	21.5885176719
Rv0683	22.6449770474
Rv0684	74.5051708855
Rv0685	98.5875640351
Rv0686	19.800760876
Rv0687	15.9760251696
Rv1535	85.5307797595
Rv1242	2.83839752841
Rv1241	24.9375056698
Rv1240	26.7182463402
Rv1531	16.8588777579
Rv1530	1.3309330931
Rv1533	25.400509701
Rv1244	6.97024620958
Rv0331	3.04263556668
Rv0332	4.67522038755
Rv0333	17.0091351355
Rv1539	81.4895527255
Rv0336	10.6061391695
Rv0110	3.2666203865
Rv0111	5.76883254594
Rv0112	2.68727364326
Rv0113	7.46450441538
Rv0114	3.4219561811
Rv0115	3.48021793504
